cluster_id,lcoe,capex,fom,vom,CF_mean,Cluster_No,potential_capacity,Region,nearest_station,nearest_station_distance_km,Rank
CentralOkanagan_1,12.96806061904247,3.209402094837186,0.09052719999999999,0,0.055140730547425264,1,2395.139694112558,CentralOkanagan,BC_BDM_ISS,0.5126285999997742,19
Capital_3,13.179107309821022,3.209402094837186,0.09052719999999999,0,0.14420977635465596,3,0.0,Capital,BC_JOR_GSS,8.18854222170514,20
EastKootenay_1,13.362659600939779,3.209402094837186,0.09052719999999999,0,0.05886411416954438,1,335.6990525566729,EastKootenay,BC_CMO_DSS,3.4490275600006903,21
MountWaddington_2,14.991323128434468,3.209402094837186,0.09052719999999999,0,0.19817482890297514,2,339.04501289752636,MountWaddington,BC_JUL_DSS,14.440319079999371,22
CowichanValley_2,16.623218057503344,3.209402094837186,0.09052719999999999,0,0.12220289010891217,2,471.1070833113834,CowichanValley,BC_HMC_ISS,16.173000291867695,23
Comox-Strathcona_2,20.02025760817008,3.209402094837186,0.09052719999999999,0,0.04583176998138751,2,2577.1580590432095,Comox-Strathcona,BC_CBL_DSS,0.0,24
Okanagan-Similkameen_2,21.366834607901687,3.209402094837186,0.09052719999999999,0,0.03376240761843659,2,1677.4080898613736,Okanagan-Similkameen,BC_RGA_TSS,0.0,25
Skeena-QueenCharlotte_2,22.360330049138945,3.209402094837186,0.09052719999999999,0,0.35487851743971943,2,9.00158087293535,Skeena-QueenCharlotte,BC_BRL_GSS,80.79141532066981,26
Fraser-FortGeorge_2,22.624683862123092,3.209402094837186,0.09052719999999999,0,0.1158818564030448,2,33925.95072027681,Fraser-FortGeorge,BC_MML_DSS,26.163147517442837,27
NorthernRockies_1,24.778935440089626,3.209402094837186,0.09052719999999999,0,0.13242805397860838,1,48340.636579625476,NorthernRockies,BC_FNC_ISS,0.0,28
FraserValley_1,24.827886879768524,3.209402094837186,0.09052719999999999,0,0.023179883647437147,1,919.8989749368855,FraserValley,BC_MLE_DSS,0.0,29
CentralCoast_1,28.181822369637764,3.209402094837186,0.09052719999999999,0,0.2379472449846358,1,0.0,CentralCoast,BC_CSS_GSS,64.18489215142655,30
Bulkley-Nechako_2,30.528424112252956,3.209402094837186,0.09052719999999999,0,0.07732128587252377,2,39229.142600869294,Bulkley-Nechako,BC_IPR_DSS,40.86465195579128,31
PeaceRiver_2,31.365698531124536,3.209402094837186,0.09052719999999999,0,0.14160322153220412,2,69196.73135963577,PeaceRiver,BC_FOX_DSS,44.64132375999927,32
KootenayBoundary_1,33.160586544666835,3.209402094837186,0.09052719999999999,0,0.021238976605874423,1,2368.9767019382452,KootenayBoundary,BC_BWS_DSS,0.0,33
GreaterVancouver_3,33.7181819681588,3.209402094837186,0.09052719999999999,0,0.02133210836353044,3,154.69633986138874,GreaterVancouver,BC_HNY_DSS,0.0,34
Thompson-Nicola_2,34.55709561362256,3.209402094837186,0.09052719999999999,0,0.04340759568181086,2,15694.376920795326,Thompson-Nicola,BC_DFD_DSS,22.02666575999997,35
Capital_2,34.6693500512756,3.209402094837186,0.09052719999999999,0,0.11302400958960035,2,956.3855056262522,Capital,BC_JOR_GSS,8.18854222170514,36
GreaterVancouver_2,38.03710956052113,3.209402094837186,0.09052719999999999,0,0.018250024808471516,2,154.69633986138874,GreaterVancouver,BC_HNY_DSS,0.0,37
NorthOkanagan_1,39.17490080891007,3.209402094837186,0.09052719999999999,0,0.02466315064839144,1,5460.94893106555,NorthOkanagan,BC_VNT_TSS,0.0,38
Kitimat-Stikine_1,39.21136556239636,3.209402094837186,0.09052719999999999,0,0.1360515768646649,1,5919.861008158878,Kitimat-Stikine,BC_FLS_GSS,95.57167091999993,39
Squamish-Lillooet_1,41.18741068584997,3.209402094837186,0.09052719999999999,0,0.03223017842418414,1,4138.254481213267,Squamish-Lillooet,BC_KLY_DSS,3.0706896567034776,40
Cariboo_2,45.163936993485535,3.209402094837186,0.09052719999999999,0,0.10910727967259799,2,29663.263547115203,Cariboo,BC_WWL_ISS,21.654447180088916,41
Alberni-Clayoquot_4,45.844280318600966,3.209402094837186,0.09052719999999999,0,0.03586752249257832,4,148.83670767237766,Alberni-Clayoquot,BC_GCL_DSS,0.0,42
KootenayBoundary_2,46.92297309926186,3.209402094837186,0.09052719999999999,0,0.0203216464874835,2,2034.996274422255,KootenayBoundary,BC_BWS_DSS,9.862395399999775,43
Nanaimo_3,47.39591608481413,3.209402094837186,0.09052719999999999,0,0.029839443935880856,3,34.70097819107178,Nanaimo,BC_DMR_DSS,1.985503520000292,44
CowichanValley_3,47.98671123981047,3.209402094837186,0.09052719999999999,0,0.057761672052797176,3,148.83670767237766,CowichanValley,BC_PAL_DSS,46.37426479494712,45
FraserValley_2,48.23025094464114,3.209402094837186,0.09052719999999999,0,0.015408183535180552,2,925.1318189500074,FraserValley,BC_HPS_DSS,0.0,46
NorthernRockies_2,50.440025673381605,3.209402094837186,0.09052719999999999,0,0.14080306901908363,2,52070.80211888041,NorthernRockies,BC_WSP_DSS,72.95036866448397,47
EastKootenay_2,50.63420091281517,3.209402094837186,0.09052719999999999,0,0.031342030248226675,2,1381.8644680994366,EastKootenay,BC_SPL_DSS,0.0,48
Alberni-Clayoquot_3,55.347454435501625,3.209402094837186,0.09052719999999999,0,0.033491615741977204,3,222.12167062797434,Alberni-Clayoquot,BC_GCL_DSS,0.0,49
CentralKootenay_1,56.97630024737115,3.209402094837186,0.09052719999999999,0,0.013099114775475542,1,985.3572967424086,CentralKootenay,BC_NLY_DSS,0.0,50
Okanagan-Similkameen_4,58.45328131952707,3.209402094837186,0.09052719999999999,0,0.030231559735870616,4,1790.1643144467735,Okanagan-Similkameen,BC_KER_DSS,10.217297677689718,51
Skeena-QueenCharlotte_4,62.10274526241895,3.209402094837186,0.09052719999999999,0,0.19308720243041816,4,200.76981587497522,Skeena-QueenCharlotte,BC_PRT_ISS,284.201642767898,52
Skeena-QueenCharlotte_3,62.10731758954384,3.209402094837186,0.09052719999999999,0,0.17868492932775315,3,200.76981587497522,Skeena-QueenCharlotte,BC_PRT_ISS,284.201642767898,53
CentralOkanagan_3,65.23551212487351,3.209402094837186,0.09052719999999999,0,0.02978218193440252,3,2756.1176730468655,CentralOkanagan,BC_BWS_DSS,14.742377901361488,54
CentralOkanagan_2,67.36229261365297,3.209402094837186,0.09052719999999999,0,0.025867057505263583,2,4555.3404996538675,CentralOkanagan,BC_BWS_DSS,14.742377901361488,55
Okanagan-Similkameen_3,78.00587459411886,3.209402094837186,0.09052719999999999,0,0.028924884035050457,3,1790.1643144467735,Okanagan-Similkameen,BC_KER_DSS,10.217297677689718,56
NorthOkanagan_2,79.94670378618768,3.209402094837186,0.09052719999999999,0,0.015714917921277088,2,2894.8225448984053,NorthOkanagan,BC_BWS_DSS,14.772677399002038,57
Kitimat-Stikine_2,83.30825702435126,3.209402094837186,0.09052719999999999,0,0.028088725625614108,2,9163.786432139153,Kitimat-Stikine,BC_KMO_GSS,106.39365764056915,58
Bulkley-Nechako_3,92.69990322126316,3.209402094837186,0.09052719999999999,0,0.050358257299676565,3,30633.10969795023,Bulkley-Nechako,BC_SRS_DSS,16.289232959999655,59
Stikine_1,104.33394653907436,3.209402094837186,0.09052719999999999,0,0.07713373846905043,1,40690.27145871273,Stikine,BC_RDC_ISS,46.39232001817376,60
FraserValley_3,108.97536502280788,3.209402094837186,0.09052719999999999,0,0.014600441924269646,3,132.18837716826363,FraserValley,BC_BSV_GSS,7.574769399999767,61
Fraser-FortGeorge_3,109.28378920841824,3.209402094837186,0.09052719999999999,0,0.04281668720615615,3,11443.86253130938,Fraser-FortGeorge,BC_QNT_DSS,57.77627365991017,62
CentralKootenay_2,122.14995210577203,3.209402094837186,0.09052719999999999,0,0.006825924005965785,2,535.574948583849,CentralKootenay,BC_LBO_GSS,0.0,63
Squamish-Lillooet_2,122.40442926128921,3.209402094837186,0.09052719999999999,0,0.007389944882309778,2,403.23268530403493,Squamish-Lillooet,BC_WDN_GSS,0.0,64
KootenayBoundary_4,133.30012784923835,3.209402094837186,0.09052719999999999,0,0.010458759330923254,4,555.7686858293525,KootenayBoundary,BC_BWS_DSS,13.94005740082673,65
KootenayBoundary_3,134.9893289671849,3.209402094837186,0.09052719999999999,0,0.01013141180676484,3,1070.050424215206,KootenayBoundary,BC_BWS_DSS,13.94005740082673,66
SunshineCoast_2,135.32805003574572,3.209402094837186,0.09052719999999999,0,0.006224271916017459,2,0.0,SunshineCoast,BC_PTO_DSS,5.097048824309228,67
Kitimat-Stikine_3,157.22575013393293,3.209402094837186,0.09052719999999999,0,0.016661074858068253,3,8421.622474609048,Kitimat-Stikine,BC_TER_DSS,12.706844040000295,68
Comox-Strathcona_3,159.3055061219896,3.209402094837186,0.09052719999999999,0,0.01799418460482085,3,85.5198982558131,Comox-Strathcona,BC_GLD_DSS,11.703859321056877,69
Columbia-Shuswap_1,177.96843548359422,3.209402094837186,0.09052719999999999,0,0.005925203634944043,1,2904.4461701017535,Columbia-Shuswap,BC_WWD_DSS,10.071202774864767,70
CentralCoast_2,220.1913719733253,3.209402094837186,0.09052719999999999,0,0.03889945572195767,2,761.482287833056,CentralCoast,BC_PML_DSS,72.00376059388788,71
Stikine_2,221.18277666271956,3.209402094837186,0.09052719999999999,0,0.053748206508409925,2,48192.73229545211,Stikine,BC_TAT_DSS,129.3490532400001,72
FraserValley_4,250.6607366704528,3.209402094837186,0.09052719999999999,0,0.006271283444576197,4,2.278687446347282,FraserValley,BC_KCH_GSS,8.859563203633474,73
NorthernRockies_4,256.2081617083824,3.209402094837186,0.09052719999999999,0,0.060689259075281256,4,32410.83161948934,NorthernRockies,BC_WSP_DSS,130.62188611999946,74
NorthernRockies_3,257.9812893037068,3.209402094837186,0.09052719999999999,0,0.05955312413137361,3,32410.83161948934,NorthernRockies,BC_WSP_DSS,130.62188611999946,75
Bulkley-Nechako_4,262.32554411673414,3.209402094837186,0.09052719999999999,0,0.021638416668270224,4,24028.790192098735,Bulkley-Nechako,BC_HML_DSS,69.06330580368707,76
EastKootenay_4,281.8426737565488,3.209402094837186,0.09052719999999999,0,0.006540856352356159,4,674.0361571202135,EastKootenay,BC_RDM_DSS,35.137469787205696,77
EastKootenay_3,303.8406593634657,3.209402094837186,0.09052719999999999,0,0.006239917475907244,3,1133.946319055185,EastKootenay,BC_RDM_DSS,35.137469787205696,78
Columbia-Shuswap_2,323.51767067199023,3.209402094837186,0.09052719999999999,0,0.004576688642286525,2,776.9712027586515,Columbia-Shuswap,BC_MCK_DSS,10.33238843999962,79
PeaceRiver_4,357.51616740444746,3.209402094837186,0.09052719999999999,0,0.02860294927762228,4,23170.327950534236,PeaceRiver,BC_KMI_DSS,99.16897531470109,80
Fraser-FortGeorge_4,367.0435833365359,3.209402094837186,0.09052719999999999,0,0.013846002745600503,4,5134.150574710744,Fraser-FortGeorge,BC_MML_DSS,86.01250752395416,81
Cariboo_4,393.65945763860634,3.209402094837186,0.09052719999999999,0,0.020454553375193977,4,5610.755177533593,Cariboo,BC_EKO_DSS,161.62397996756408,82
PeaceRiver_3,397.54675802886396,3.209402094837186,0.09052719999999999,0,0.028049857717197382,3,24786.796764686067,PeaceRiver,BC_KMI_DSS,99.16897531470109,83
Cariboo_3,404.4498325158209,3.209402094837186,0.09052719999999999,0,0.019938421367998796,3,5610.755177533593,Cariboo,BC_EKO_DSS,161.62397996756408,84
Squamish-Lillooet_3,420.93790367776256,3.209402094837186,0.09052719999999999,0,0.002610532549331801,3,0.0,Squamish-Lillooet,BC_BDH_GSS,3.636767938821174,85
NorthOkanagan_4,504.70275907240926,3.209402094837186,0.09052719999999999,0,0.002363776189038762,4,712.149427614904,NorthOkanagan,BC_FCO_ISS,3.3555660456474867,86
Thompson-Nicola_4,522.2066507421201,3.209402094837186,0.09052719999999999,0,0.006198654121924843,4,2818.3373941307746,Thompson-Nicola,BC_WDN_GSS,31.783195839999674,87
Thompson-Nicola_3,542.130188228936,3.209402094837186,0.09052719999999999,0,0.0061001990401630575,3,3141.623335878737,Thompson-Nicola,BC_WDN_GSS,31.783195839999674,88
Kitimat-Stikine_5,572.1799579865401,3.209402094837186,0.09052719999999999,0,0.01310952299609625,5,5753.614392332199,Kitimat-Stikine,BC_EWL_DSS,67.72891091548685,89
Kitimat-Stikine_4,579.7257178884688,3.209402094837186,0.09052719999999999,0,0.012816846328297734,4,5753.614392332199,Kitimat-Stikine,BC_EWL_DSS,67.72891091548685,90
PowellRiver_2,657.615502303791,3.209402094837186,0.09052719999999999,0,0.003753406466560874,2,0.0,PowellRiver,BC_POW_DSS,28.703518754373516,91
PowellRiver_3,657.615502303791,3.209402094837186,0.09052719999999999,0,0.003845408122736714,3,0.0,PowellRiver,BC_POW_DSS,28.703518754373516,92
CentralKootenay_4,674.6276763619529,3.209402094837186,0.09052719999999999,0,0.0034224937429384954,4,0.0,CentralKootenay,BC_SCB_GSS,16.481422599647747,93
CentralKootenay_3,700.5822732281779,3.209402094837186,0.09052719999999999,0,0.003259708926593314,3,0.0,CentralKootenay,BC_SCB_GSS,16.481422599647747,94
NorthOkanagan_3,748.0291105721453,3.209402094837186,0.09052719999999999,0,0.002234047466733378,3,712.149427614904,NorthOkanagan,BC_FCO_ISS,3.3555660456474867,95
MountWaddington_4,1027.3813616766258,3.209402094837186,0.09052719999999999,0,0.008457466811358005,4,0.0,MountWaddington,BC_EFM_ISS,173.33089070759638,96
MountWaddington_3,1052.198454206958,3.209402094837186,0.09052719999999999,0,0.008211993124932222,3,0.0,MountWaddington,BC_EFM_ISS,173.33089070759638,97
Comox-Strathcona_4,1081.3780385801442,3.209402094837186,0.09052719999999999,0,0.004973293926093949,4,0.0,Comox-Strathcona,BC_MTC_GSS,59.645787117447,98
Columbia-Shuswap_4,1196.0941310410785,3.209402094837186,0.09052719999999999,0,0.002387766854664726,4,1309.9721718993055,Columbia-Shuswap,BC_GDN_DSS,36.983954920000016,99
SunshineCoast_3,1201.758087087272,3.209402094837186,0.09052719999999999,0,0.0019468215541967972,3,0.0,SunshineCoast,BC_NIT_GSS,7.708019440000299,100
Columbia-Shuswap_3,1208.6872473841943,3.209402094837186,0.09052719999999999,0,0.0022662508245669816,3,1843.7581304182029,Columbia-Shuswap,BC_GDN_DSS,36.983954920000016,101
CentralCoast_4,1328.8275141484721,3.209402094837186,0.09052719999999999,0,0.008085950766124882,4,0.0,CentralCoast,BC_HML_DSS,117.1464888000001,102
CentralCoast_3,1419.4730221733766,3.209402094837186,0.09052719999999999,0,0.007689315365636267,3,0.0,CentralCoast,BC_HML_DSS,117.1464888000001,103
Stikine_4,1526.2926670362083,3.209402094837186,0.09052719999999999,0,0.02150204566789652,4,4251.150204302463,Stikine,BC_FKR_GSS,516.0847552447437,104
Stikine_3,1572.9317799643954,3.209402094837186,0.09052719999999999,0,0.021223804448742674,3,4251.150204302463,Stikine,BC_FKR_GSS,516.0847552447437,105
